Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
B;Bekendtgørelse;Bekendtgørelse om fredning af Nørrestrands søterritorium ved Horsens;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin. J.nr. D 4144-3 F 144-3;612;1982;CM007407;B19820061205;Lovtidende A;;Fremgår af forskriften;19821112;19970925;20070706;19821211;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/1982/612
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om erhvervelse, besiddelse og transport af skydevåben for personer bosiddende i et EU-land;;Justitsministeriet;;Justitsmin., j.nr. 2017-10-0142;778;2018;AA010709;B20180077805;Lovtidende A;;Fremgår af forskriften;20180612;20180614;20180614;20180614;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/778
B;Bekendtgørelse;Bekendtgørelse om færdsel mv. på Arresø;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-4100-00036;334;2016;CK000582;B20160033405;Lovtidende A;;Fremgår af forskriften;20160407;20160412;20160412;20160412;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/334
B;Bekendtgørelse;Bekendtgørelse om Fredning af Dyrelivet paa Ølene i Østermarie Kommune paa Bornholm.;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;220;1942;CM007022;B19420022005;Lovtidende A;;Fremgår af forskriften;19420519;19970925;20220215;19420601;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/1942/220
A;Lovbekendtgørelse;Bekendtgørelse af lov om beskyttelse af de ydre koge i Tøndermarsken;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nStyrelsen for Vand- og Naturforvaltning, j.nr. 029-00510;123;2017;CK001182;A20170012329;Lovtidende A;;Fremgår af forskriften;20170126;20170201;20170201;20170201;;FALSE;;;;;;LOV nr 126 af 30/01/2021,LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2017/123
B;Bekendtgørelse;Bekendtgørelse om stillingsstruktur for videnskabeligt personale med forskningsopgaver ved arkiver, biblioteker, museer mv. under Kulturministeriet;;Kulturministeriet;;Kulturmin., j.nr. 15/00599;1222;2015;AK001128;B20150122205;Lovtidende A;;Fremgår af forskriften;20151030;20151031;20151031;20151031;;FALSE;;;;;A19960022430;;;;https://www.retsinformation.dk/eli/lta/2015/1222
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om erhvervsmæssig konservering af visse dyrearter;;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-3750;443;2019;CK002040;B20190044305;Lovtidende A;;Fremgår af forskriften;20190410;20190413;20190413;20190413;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2019/443
A;Lov;Lov om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro;;Transportministeriet;;Transportmin., j.nr. 2013-1831, 2015-513 og 2015-1241;737;2015;BL001128;A20150073730;Lovtidende A;;Fremgår af forskriften;20150601;20150602;20150602;20150602;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2015/737
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om erhvervelse, besiddelse og transport af skydevåben for personer bosiddende i et EF-land;;Justitsministeriet;;Justitsmin., j.nr. 2009-5000-0178;942;2010;AA005579;B20100094205;Lovtidende A;;Fremgår af forskriften;20100723;20100728;20100728;20100728;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2010/942
C;Cirkulæreskrivelse;Cirkulæreskrivelse om halvautomatiske rifler;;Justitsministeriet;;Justitsmin., j.nr. 2019-10-0377;9398;2020;AA011958;C20200939810;Retsinformation;;Fremgår af forskriften;20200629;20200630;20200630;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2020/9398
B;Bekendtgørelse;Bekendtgørelse om beskyttelsesforanstaltninger ved udbrud af lavpatogen aviær influenza af typerne H5 eller H7 i fjerkræ og andre fugle i fangenskab;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin.,\nFødevarestyrelsen, j.nr. 2015-32-30-00044;1468;2015;CK000361;B20150146805;Lovtidende A;;Fremgår af forskriften;20151208;20151209;20151209;20151209;;FALSE;;;;;A20220000829,A20220000929;;;;https://www.retsinformation.dk/eli/lta/2015/1468
B;Bekendtgørelse;Bekendtgørelse om økologisk storkøkkendrift;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin.,\nFødevarestyrelsen, j.nr. 2019-29-31-00487;656;2019;CK002070;B20190065605;Lovtidende A;;Fremgår af forskriften;20190627;20190702;20190703;20190702;;FALSE;;;;;A20220120329;;;;https://www.retsinformation.dk/eli/lta/2019/656
A;Lovbekendtgørelse;Bekendtgørelse af lov om fødevarer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-62-30-00066;8;2022;DC000463;A20220000829;Lovtidende A;;Fremgår af forskriften;20220106;20220111;20220111;20220111;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/8
A;Lovbekendtgørelse;Bekendtgørelse af lov om naturbeskyttelse;Naturbeskyttelsesloven;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2021-14512;1986;2021;DD000116;A20210198629;Lovtidende A;;Fremgår af forskriften;20211027;20211030;20211030;20211030;;FALSE;;;;;;LOV nr 1057 af 30/06/2020,LOV nr 900 af 21/06/2022;;;https://www.retsinformation.dk/eli/lta/2021/1986
A;Lov;Lov om Danmarks Riges fiskeriterritorium;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Statsmin. j.nr. 40-17-12-03;597;1976;CM043177;A19760059730;Lovtidende A;;Fremgår af forskriften;19761217;19971001;20050803;19761224;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1976/597
B;Bekendtgørelse;Bekendtgørelse om oprettelse af et videnskabeligt reservat på vejlerne i Vust m.fl. sogne.;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Statsministeriet;184;1960;CM006982;B19600018405;Lovtidende A;;Fremgår af forskriften;19600428;19970925;20070706;19600601;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/1960/184
C;Cirkulæreskrivelse;Cirkulæreskrivelse om våbencirkulærets § 19, stk. 3 (halvautomatiske rifler);;Justitsministeriet;;Justitsmin., Færdselskontoret, j.nr. 2003-5000-0199;9684;2004;AA003591;C20040968410;Retsinformation;;Fremgår af forskriften;20040712;20070313;20070313;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2004/9684
B;Bekendtgørelse;Bekendtgørelse om miljøgodkendelse af hurtigfærgeruter;Hurtigfærgebekendtgørelsen;Miljøministeriet;Miljøstyrelsen og Søfartsstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j. nr. MST-5103-00027;1735;2015;CK000404;B20150173505;Lovtidende A;;Fremgår af forskriften;20151221;20151222;20151222;20151222;;FALSE;;;;;A20190116529;;;;https://www.retsinformation.dk/eli/lta/2015/1735
A;Ændringslov;Lov om ændring af lov om tv-overvågning, lov om sikkerhed ved bestemte idrætsbegivenheder, lov om restaurationsvirksomhed og alkoholbevilling m.v. og forskellige andre love\n(Samling af visse af politiets opgaver i opgavefællesskaber og bortsalg af hittegods ved offentligt tilgængelig internetauktion m.v.);;Justitsministeriet;;Justitsmin., j.nr. 2013-760-0170;736;2014;AA008004;A20140073630;Lovtidende A;;Fremgår af forskriften;20140625;20140626;20140626;20140626;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2014/736
B;Bekendtgørelse;Bekendtgørelse om bekæmpelse af afrikansk svinepest;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin., \n Fødevarestyrelsen, j.nr. 2019-14-31-00104;1482;2019;CK002295;B20190148205;Lovtidende A;;Fremgår af forskriften;20191212;20191219;20191219;20191219;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2019/1482
B;Bekendtgørelse;Bekendtgørelse om bekæmpelse af klassisk svinepest;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin.,\n Fødevarestyrelsen, j.nr. 2019-14-31-00104;1395;2019;CK002283;B20190139505;Lovtidende A;;Fremgår af forskriften;20191212;20191217;20191217;20191217;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2019/1395
B;Bekendtgørelse;BEKENDTGØRELSE AF AFTALE I henhold til punkt 20 i aftale af 18. oktober 1979 mellem Danmark og Grønland om bistand i skattesager (dobbeltbeskatningsaftalens art. 26);;Skatteministeriet;Statsskattedirektoratet;Skd. 7. 23-4-/ 81;37;1986;CM045238;B19860003705;Lovtidende A;;Fremgår af forskriften;19860120;19970925;19980315;19860214;;FALSE;;;;;A19530007430;;;;https://www.retsinformation.dk/eli/lta/1986/37
B;Bekendtgørelse;Bekendtgørelse om Landbrugsstyrelsens opgaver og beføjelser;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 17-1211-000002;1273;2017;CK001410;B20170127305;Lovtidende A;;Fremgår af forskriften;20171127;20171130;20220413;20171130;;FALSE;;;;;A20170000929,A20170001329,A20170001529,A20170001629,A20170002329,A20170002829,A20170003129,A20170003429,A20180155130,A20180155130,A20180155130,A20180155130,A20190033830,A20190052029,A20200010329,A20200011429,A20200011529,A20200011629,A20200113229,A20200113229,A20220000829,A20220000929,A20220904516,A20220120329;;;;https://www.retsinformation.dk/eli/lta/2017/1273
A;Ændringslov;Lov om ændring af miljøskadeloven og lov om miljøbeskyttelse og forskellige andre love (Ændring af handlepligten for den ansvarlige for en miljøskade, indførelse af godtgørelsesordning samt ændring af definitionen af arter og naturtyper);;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2019-22829;126;2021;DD000030;A20210012630;Lovtidende A;;Fremgår af forskriften;20210130;20210131;20210131;20210131;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/126
A;Lov;Lov om Inddæmning i Kalvebodstrand m.v. og om Anlæg af en Dæmning til Rømø (* 1);;Transportministeriet;;Ingen;134;1939;CM010086;A19390013430;Lovtidende A;;Fremgår af forskriften;19390323;19971001;20061213;19390403;;FALSE;;;;;;LOV nr 581 af 24/06/2005;;;https://www.retsinformation.dk/eli/lta/1939/134
