"","mpa","species.count","area","entropy","lat","mainentropy","subentropy","nthreat","nmainthreat","nsubthreat","nFisheriesthreat","pFisheriesthreat","PA_DEF","NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","GIS_M_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","MARINE","PARENT_ISO","CONS_OBJ","calc.area","smod.count","smod.city","smod.town","smod.semiDenseTown","smod.suburbs","smod.village","smod.rural","smod.uninhabited","smod.water","AIS.commercial","AIS.fishing","AIS.global","AIS.leisure","AIS.oilgas","AIS.passenger","cropland.2019","lon","cropland.2019.area.km2","fish.aesthetics.max","fish.aesthetics.mean","fish.aesthetics.sd","fish.aesthetics.count","trawlers_2012_2020","tuna_purse_seines_2012_2020","fishing_2012_2020","purse_seines_2012_2020","drifting_longlines_2012_2020","set_longlines_2012_2020","squid_jigger_2012_2020","set_gillnets_2012_2020","pots_and_traps_2012_2020","trollers_2012_2020","dredge_fishing_2012_2020","pole_and_line_2012_2020","other_seines_2012_2020","seiners_2012_2020","other_purse_seines_2012_2020","mpa.1","mpa.2","trawlers_2019","tuna_purse_seines_2019","fishing_2019","purse_seines_2019","drifting_longlines_2019","set_longlines_2019","squid_jigger_2019","set_gillnets_2019","pots_and_traps_2019","trollers_2019","dredge_fishing_2019","pole_and_line_2019","other_seines_2019","seiners_2019","other_purse_seines_2019","Flickr_userdays_2010_2019","Flickr_userdays_2019","Flickr_user_2010_2019","Flickr_photos_2010_2019","Flickr_photos_2019","total_N_effluent_2015","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","Flickr_user_2019","ISO3","SUB_LOC","region_name","OHI.score.2021.AO","OHI.score.2021.BD","OHI.score.2021.CP","OHI.score.2021.CS","OHI.score.2021.CW","OHI.score.2021.ECO","OHI.score.2021.FIS","OHI.score.2021.FP","OHI.score.2021.HAB","OHI.score.2021.ICO","OHI.score.2021.Index","OHI.score.2021.LE","OHI.score.2021.LIV","OHI.score.2021.LSP","OHI.score.2021.MAR","OHI.score.2021.NP","OHI.score.2021.SP","OHI.score.2021.SPP","OHI.score.2021.TR","OHI.trend.2021.AO","OHI.trend.2021.BD","OHI.trend.2021.CP","OHI.trend.2021.CS","OHI.trend.2021.CW","OHI.trend.2021.ECO","OHI.trend.2021.FIS","OHI.trend.2021.FP","OHI.trend.2021.HAB","OHI.trend.2021.ICO","OHI.trend.2021.LE","OHI.trend.2021.LIV","OHI.trend.2021.LSP","OHI.trend.2021.MAR","OHI.trend.2021.NP","OHI.trend.2021.SP","OHI.trend.2021.SPP","OHI.trend.2021.TR"
"4491","193190",1,3.83783612344995,0,65.7777816794751,0,0,0,0,0,0,0,"1","2000863 Bockön","Naturreservat","Nature Reserve","National","Ia",3.83783612344995,"Not Reported",0,"Designated",2010,"Federal or national ministry or agency","Not Reported","County Administrative Board and Local Authorities","Not Reported","1","SWE","Not Applicable",6036548.02371654,19,0,0,0,0,0,0,4,15,105183.0625,0,105183.0625,0,0,0,0,22.6232424707281,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193190","193190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37360.44140625,0,0,0,0,0,0,0,"SWE","Not Reported","Sweden",95.3,78.79,61.51,70.05,75.07,100,75.43,74.88,75.17,85.93,77.37,100,100,77.07,64.23,99.67,81.5,82.4,36.91,-0.01,-0.07,-0.12,-0.14,-0.12,0.08,-0.01,-0.01,-0.12,0.01,0.51,0.94,0.03,0.08,0,0.02,-0.02,0.03
"4492","193192",2,0.523780122651059,2,65.4452538511652,1.58496250072116,1.58496250072116,4,3,3,1,0.5,"1","2002783 Germandön","Naturreservat","Nature Reserve","National","Ia",0.523780122651059,"Not Reported",0,"Designated",2005,"Federal or national ministry or agency","Not Reported","County Administrative Board and Local Authorities","Not Reported","1","SWE","Not Applicable",3180016.4625911,15,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,22.1603196089331,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193192","193192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,314216.59375,16.2580413818359,0,0,0,0,0,0,"SWE","Not Reported","Sweden",95.3,78.79,61.51,70.05,75.07,100,75.43,74.88,75.17,85.93,77.37,100,100,77.07,64.23,99.67,81.5,82.4,36.91,-0.01,-0.07,-0.12,-0.14,-0.12,0.08,-0.01,-0.01,-0.12,0.01,0.51,0.94,0.03,0.08,0,0.02,-0.02,0.03
"4493","193194",1,0.588063115433107,0,65.7164437603458,0,0,0,0,0,0,0,"1","2002785 Näverön","Naturreservat","Nature Reserve","National","Ia",0.588063115433107,"Not Reported",0,"Designated",2005,"Federal or national ministry or agency","Not Reported","County Administrative Board and Local Authorities","Not Reported","1","SWE","Not Applicable",1460393.5317417,10,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,22.8314735387717,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193194","193194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8039.33056640625,0,0,0,0,0,0,0,"SWE","Not Reported","Sweden",95.3,78.79,61.51,70.05,75.07,100,75.43,74.88,75.17,85.93,77.37,100,100,77.07,64.23,99.67,81.5,82.4,36.91,-0.01,-0.07,-0.12,-0.14,-0.12,0.08,-0.01,-0.01,-0.12,0.01,0.51,0.94,0.03,0.08,0,0.02,-0.02,0.03
"919","19321",76,0.233636864727117,4.98485999689381,47.6342618808749,2.95799814783015,4.07016731061019,59,11,33,36,0.473684210526316,"1","Bellevue Beach Provincial Park","Provincial Park","Provincial Park","National","II",0.233636864727117,"Not Reported",0,"Designated",1960,"Sub-national ministry or agency","State","Government of Newfoundland and Labrador, Department of Tourism, Culture, Industry, and Innovation, Parks Division","http://www.tcii.gov.nl.ca/parks/index.html","1","CAN","Not Applicable",1152862.55064973,12,0,0,0,0,0,4,3,5,0,0,0,0,0,0,34,-53.7579603534985,0.0177051806075536,1384,1331,49.1222963632605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19321","19321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,5441.5439453125,0,0,0,0,0,0,0,"CAN","CA-NL","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"4494","193313",267,0.065899545170789,4.31808261148755,48.2633791055945,2.27693427849213,3.46135996233462,60,10,34,145,0.543071161048689,"1","Anses De Penhir Et Du Toulinguet","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.065899545170789,"Not Reported",0,"Designated",1996,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",489034.413762185,27,0,0,0,0,0,11,10,6,25728.734375,0,76760.8046875,51031.875,0,0.194321647286415,16,-4.60145287265934,0.00823104009125107,1737,1375.70833333333,131.417955691048,48,0.0122862954158336,0,0,0,0,0,0,0,0,0,0.087773596867919,0,0,0,0.0973122306168079,"193313","193313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156525354832411,243,17,195,817,42,5752.9462890625,2.31746506690979,0,0,0,0,0,14,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4495","193314",183,0.02963972127488,4.51884486057762,48.7983930070251,2.45957166052634,3.67520186361566,60,10,34,106,0.579234972677596,"1","Archipel De L'Ile Grande","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.02963972127488,"Not Reported",0,"Designated",2000,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",214098.876307758,15,0,0,0,0,3,13,0,0,0,0,0,0,0,0,140,-3.58861304326536,0.0712646225973204,1737,1388.83720930233,131.277592153232,43,0,0,0.197403565049171,0,0,0,0,0,0,0,0,0,0,0,0,"193314","193314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3,95,421,13,4041.25244140625,2.11747241020203,0,0,0,0,0,3,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4496","193317",211,0.141819196465141,4.59065631088594,46.2716949141955,2.4746135504945,3.70753754137927,63,10,36,123,0.582938388625592,"1","Baie De L'Aiguillon - Les Pres Cornut","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.141819196465141,"Not Reported",0,"Designated",2002,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",318579.301643578,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8691.7958984375,-1.10982905685741,4.64290057344147,1737,1386.14583333333,132.407332441965,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193317","193317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00251889228821,0,0,0,0,0,0,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4497","193320",297,0.017708367399063,4.29706399875285,43.2527796211084,2.27684041658635,3.38726506168917,41,9,26,131,0.441077441077441,"1","Batterie De Capon","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.017708367399063,"Not Reported",0,"Designated",1999,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",27270.3633000588,6,0,0,0,2,0,4,0,0,0,0,52.370777130127,52.370777130127,0,0,21,6.68691095353546,0.0118196176546703,1718,1408.25396825397,130.531292534676,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193320","193320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,34,0,367.016540527344,0,0,0,0,0,0,0,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4498","193325",388,0.016073602786164,4.40665845571317,43.1052336527433,2.2850094198886,3.47359910028863,64,11,35,191,0.492268041237113,"1","Cap Brun","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.016073602786164,"Not Reported",0,"Designated",2002,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","2","FRA","Not Applicable",17559.5890817767,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.97104611514993,0,1718,1409.17808219178,138.428214696458,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193325","193325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,25,280,4,0,0,0,0,0,0,0,2,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4499","193330",230,0.062155735263088,4.43084364299196,45.5522766798877,2.40962705812394,3.57812900097475,62,10,35,137,0.595652173913043,"1","Dune De Grave","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.062155735263088,"Not Reported",0,"Designated",2000,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",478689.238995724,13,0,0,0,0,0,3,5,5,41902.94140625,0,42748.515625,0,0,845.573913574219,104.85124206543,-1.0912349716989,0.0567391872267208,1737,1397.70175438596,137.127022046855,57,0.0249540951335803,0,0,0,0,0,0,0.069942494854331,0.0243616215884686,0,0,0,0,0,0,"193330","193330",0,0,0,0,0,0,0,0.0619718618690968,0,0,0,0,0,0,0,75,7,65,192,23,11924.447265625,0,0,0,0,0,0,4,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4500","193345",357,0.01618242418093,4.44074672540587,43.5911887137299,2.28474619034833,3.48294380108189,63,11,34,168,0.470588235294118,"1","Fort Carre","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.01618242418093,"Not Reported",0,"Designated",1997,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",38638.2855992498,4,4,0,0,0,0,0,0,0,0,0,350207.90625,350207.71875,0,0.170961633324623,0,7.12785636639868,0,1718,1405.31884057971,132.289954795564,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193345","193345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,8,111,572,11,26956.1796875,0,0,0,0,0,0,6,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4501","193350",225,0.012226089678634,4.33025671002664,47.3569250169976,2.30942748729525,3.51729520207976,60,10,35,133,0.591111111111111,"1","Ile Aux Chevaux","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.012226089678634,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",28072.629760327,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,36,-2.97049919994077,0.0188459365338568,1737,1383.22727272727,138.425173076382,44,0,0,0,0,0,0,0,0.0611861236393452,0,0,0,0,0,0,0,"193350","193350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4657440185547,0,0,0,0,0,0,0,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4502","193351",349,0.036772433592471,4.53994951954116,42.9639831260563,2.27636599654464,3.54502274499537,64,10,34,160,0.458452722063037,"1","Ilot Capense","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.036772433592471,"Not Reported",0,"Designated",1997,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","2","FRA","Not Applicable",37363.0684691909,5,0,0,0,0,0,3,2,0,0,0,158613.609375,158613.421875,0,0.192959189414978,0,9.34402444180506,0,1718,1405.01492537313,130.497357750717,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193351","193351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,70,217,10,28.0856800079346,0,0,0,0,0,0,5,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4503","193352",286,0.574029489748952,4.36107581796638,44.6543723282188,2.36651717237642,3.55036878710772,63,10,36,171,0.597902097902098,"1","Ile De Malprat - Port Des Tuiles","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.574029489748952,"Not Reported",0,"Designated",1982,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",1565905.23064341,16,0,0,0,3,0,1,10,2,0,0,0,0,0,0,485.79248046875,-1.0213585895414,0.267049142793992,1737,1384.43076923077,136.421677304091,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193352","193352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6,63,771,47,44096.25,0,0,0,0,0,0,5,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4504","193353",394,0.538692180300115,4.44975845946482,43.0077628793074,2.32615540399643,3.53259938072617,65,11,36,191,0.484771573604061,"1","Ile De Port-Cros","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.538692180300115,"Not Reported",0,"Designated",1999,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",3741378.35762059,17,0,0,0,0,0,7,6,4,8692548,0,9514914,822365.5625,0,0,0,6.40231770223367,0,1718,1405.42465753425,135.491278707465,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193353","193353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,50,354,13,5435.36328125,0,0,0,0,0,0,1,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4505","193356",256,0.013122487732306,4.48459159580104,48.871058620973,2.37991634392645,3.6321758829203,63,10,36,138,0.5390625,"1","Iles Chausey","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.013122487732306,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",65166.1454912139,7,0,0,0,0,0,5,0,2,54765.20703125,0,54765.20703125,0,0,0,10,-1.82339065239702,0.00508295207297129,1737,1375.70833333333,131.417955691048,48,0.0116703829271501,0,0,0,0,0,0,0.502715897280723,0.010046715651697,0,0,0.0602570064365864,0,0,0,"193356","193356",0,0,0,0,0,0,0,0.00598437478765845,0.0100097320973873,0,0,0,0,0,0,68,5,58,569,183,101.432197570801,0.639193713665009,0,0,0,0,0,4,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4506","193383",374,6.6482045936e-05,4.4970718624442,41.4753372604962,2.26664336340037,3.5130444366855,64,10,34,172,0.459893048128342,"1","Caniscione","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",6.6482045936e-05,"Not Reported",0,"Designated",2000,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","2","FRA","Not Applicable",66.3335532270515,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8.98441564581292,0,1718,1404.53623188406,130.556791756798,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193383","193383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,57,0,0,0,0,0,0,0,0,0,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4507","193384",256,0.207753282061309,4.48459159580104,48.74558723286,2.37991634392645,3.6321758829203,63,10,36,138,0.5390625,"1","Pointe De Champeaux","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.207753282061309,"Not Reported",0,"Designated",2001,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",835586.44078712,15,0,0,0,0,1,9,4,1,0,0,0,0,0,0,2474.11401367188,-1.56544345588005,1.26073098506965,1737,1375.70833333333,131.417955691048,48,0,0,0,0,0,0,0,0,0,0,0.0344868563115597,0,0,0,0,"193384","193384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,75,278,81,4300.171875,0,0,0,0,0,0,8,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4508","193385",162,0.004503498087824,4.74306772960794,48.642739583554,2.61416881571721,3.88969781835736,61,10,35,91,0.561728395061728,"1","Pointe Du Decolle","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",0.004503498087824,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",5489.0655064183,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,-2.11424160751586,0,1737,1391.16666666667,131.956370592092,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193385","193385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,54,143,5,0,0,0,0,0,0,0,4,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4509","193391",286,1.455083557308,4.36107581796638,44.77000453991,2.36651717237642,3.55036878710772,63,10,36,171,0.597902097902098,"1","Reserve Naturelle Des Pres Sales","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",1.455083557308,"Not Reported",0,"Designated",2000,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",3103896.89088921,15,0,0,0,2,1,4,7,1,0,0,0,0,0,0,110,-1.16096114667619,0.0603483456782086,1737,1384.43076923077,136.421677304091,65,1.39153289794922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193391","193391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,34,93,8,104576.3359375,0,0,0,0,0,0,2,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
"4510","193392",206,13.8746994662866,4.57037461006396,45.4654250774941,2.44162457707765,3.68602474832089,62,10,36,117,0.567961165048544,"1","Rives De Gironde","Terrain acquis par le Conservatoire du Littoral","Land acquired by Conservatoire du Littoral (national seaside and lakeside conservancy)","National","IV",13.8746994662866,"Not Reported",0,"Designated",2000,"Federal or national ministry or agency","Not Reported","Ministry in charge of Environment, and the national seaside conservatory. In march 2012, name, acronym and address as follows : Conservatoire du Littoral (CdL), 27 rue Blanche, 75009 PARIS France.","Not Reported","1","FRA","Not Applicable",18590118.0001077,106,0,0,0,0,5,13,55,33,1516190.25,0,1516191.25,0,0,1.01878190040588,57873.66015625,-0.809829366914408,31.3661057972234,1737,1392.91071428571,133.852466515219,56,0,0,0.000637717428617179,0,0,0,0,0,0,0,0,0,0,0,0,"193392","193392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,55,263,1426,127,5779418.5,0,0,0,0,0,0,14,"FRA","Not Reported","France",75.37,81.32,98.75,70.05,65.69,100,61.86,50.48,90.34,61.68,74.55,79.41,58.83,100,37.69,84.48,80.84,72.3,59.12,-0.03,0.02,0.3,-0.14,-0.04,0.07,-0.03,0,0.08,0.02,-0.46,-1,0,0.03,0.04,0.01,-0.03,0.04
